term	warmth	competence	sociability	trust
tax policy	-0.389	0.300	-0.389	0.000
tax return	0.567	-0.148	0.381	0.567
tax system	-0.190	0.206	-0.190	-0.048
tea party	0.905	0.096	0.905	0.364
team leader	0.810	0.714	0.810	0.667
team player	0.958	0.434	0.958	0.667
team spirit	0.905	0.310	0.905	0.795
team sport	0.958	0.388	0.958	0.600
team together	0.958	0.448	0.958	0.800
team up	0.944	0.380	0.944	0.576
tear apart	-0.714	-0.034	-0.714	-0.700
tear down	-0.810	-0.172	-0.810	-0.606
tear gas	-0.917	-0.076	-0.917	-0.576
tear jerker	0.583	-0.482	0.583	0.111
tear up	0.667	-0.226	0.667	-0.037
tech savvy	0.167	0.242	0.000	0.167
tech support	-0.167	0.428	-0.143	-0.167
technical analysis	0.500	0.434	-0.417	0.500
technical support	0.667	0.366	-0.111	0.667
teddy bear	0.917	-0.373	0.917	0.576
tee hee	1.000	-0.200	1.000	0.000
tell of	-0.524	-0.206	-0.524	0.091
temper tantrum	-0.653	-0.124	-0.653	-0.515
ten million	0.167	0.242	0.000	0.167
tennis court	0.556	-0.024	0.556	0.139
tennis match	0.389	0.178	0.389	0.091
tennis player	0.417	0.200	0.417	0.381
tent city	-0.111	0.064	-0.111	0.000
terminally ill	-0.741	-0.204	-0.741	0.000
terrorist attack	-1.000	-0.034	-1.000	-1.000
terrorist organization	-1.000	0.142	-1.000	-1.000
thank god	0.857	0.478	0.857	0.636
thank goodness	0.917	0.400	0.917	0.472
thank heavens	0.917	0.388	0.917	0.576
thank you	1.000	0.462	1.000	0.939
thankful for	1.000	0.128	1.000	0.583
thanks again	0.963	0.066	0.963	0.917
thanks to	1.000	-0.124	1.000	0.567
thanksgiving day	1.000	0.286	1.000	0.611
that sucks	-0.500	-0.354	-0.500	-0.212
that's cool	0.519	0.036	0.519	0.067
that's it	-0.333	-0.036	-0.333	0.000
that's life	0.167	-0.242	0.167	0.100
that's right	0.792	-0.034	0.792	0.583
that's that	-0.333	-0.096	-0.333	0.000
the bomb	-0.944	-0.096	-0.944	-0.606
the burbs	0.556	-0.234	0.556	0.030
the devil	-1.000	-0.100	-1.000	-0.967
the downside	-0.630	-0.172	-0.630	-0.152
the end	-0.619	-0.352	-0.619	0.000
the go-ahead	0.810	0.538	0.810	0.182
the goat	-0.042	0.000	-0.042	-0.037
the hell	-0.625	-0.500	-0.625	-0.606
the john	-0.625	-0.178	-0.625	-0.152
the latter	0.030	-0.400	0.000	0.030
the like	0.143	-0.130	0.143	0.000
the loo	0.037	-0.334	0.000	0.037
the most	0.143	0.162	0.143	0.111
the pill	0.042	-0.130	0.042	0.000
the pits	-0.714	-0.218	-0.714	-0.636
the quality	0.700	0.500	0.148	0.700
the runaround	-0.722	-0.218	-0.417	-0.722
the underground	-0.500	-0.096	-0.333	-0.500
theme music	0.444	0.068	0.444	0.030
theme park	0.958	0.452	0.958	0.259
theme song	0.611	0.142	0.611	0.061
thin air	-0.458	-0.282	-0.458	-0.033
thin ice	-0.667	-0.548	-0.407	-0.667
thin line	0.000	-0.072	0.000	0.000
think big	0.857	0.226	0.857	0.242
think of	0.542	0.166	0.542	0.424
think over	0.556	-0.064	0.222	0.556
think straight	0.727	0.438	0.042	0.727
think up	0.238	0.074	0.238	0.182
third eye	0.370	0.162	0.370	0.000
third string	-0.500	-0.322	-0.500	-0.030
third wheel	-0.407	-0.226	-0.407	-0.133
third world	-0.250	-0.134	-0.250	-0.061
this way	0.250	-0.290	0.250	0.030
though but	0.037	-0.234	0.037	0.030
thought police	-0.917	0.322	-0.917	-0.741
thought provoking	0.792	0.206	0.792	0.212
thousand times	-0.037	0.480	-0.037	0.000
thrift shop	0.458	-0.138	0.458	0.167
through with	-0.292	0.192	-0.292	0.000
throw away	-0.571	-0.206	-0.571	-0.048
throw down	-0.524	-0.166	-0.524	-0.333
throw into	-0.259	-0.500	-0.259	-0.067
throw off	-0.333	-0.276	-0.292	-0.333
throw out	-0.458	0.034	-0.458	-0.267
throw up	-0.667	-0.142	-0.667	-0.500
throwing away	-0.556	-0.344	-0.556	-0.033
thrown in	-0.067	-0.194	0.000	-0.067
thumbs down	-0.708	-0.234	-0.708	-0.333
thumbs up	0.917	0.334	0.917	0.727
thunder storm	-0.542	0.234	-0.542	0.030
ticked off	-0.762	-0.234	-0.762	-0.364
tidal wave	-0.444	0.288	0.000	-0.444
tidy up	0.455	-0.178	0.400	0.455
tie in	0.381	-0.166	0.381	0.000
tie up	-0.061	-0.160	-0.056	-0.061
tied up	-0.286	-0.226	-0.286	-0.056
tight end	0.083	-0.064	0.042	0.083
tighten up	0.533	0.108	-0.429	0.533
time bomb	-0.700	-0.130	-0.667	-0.700
time lapse	0.000	-0.162	0.000	0.000
time limit	-0.190	-0.310	-0.190	0.000
time out	0.030	-0.082	0.000	0.030
time outs	-0.407	-0.138	-0.407	-0.061
time traveling	0.037	0.166	0.000	0.037
time zone	0.061	0.032	0.000	0.061
tin can	-0.185	-0.276	-0.185	0.030
tin foil	-0.182	-0.376	-0.167	-0.182
tip top	0.778	0.344	0.778	0.667
tippy toes	0.481	-0.200	0.481	0.000
tire of	-0.524	-0.290	-0.524	-0.083
tire pressure	0.296	-0.256	0.000	0.296
tired of	-0.524	-0.096	-0.524	-0.182
title track	0.111	0.096	0.111	0.061
to blame	-0.667	-0.258	-0.667	-0.611
to death	-0.458	-0.366	-0.458	-0.030
to heart	0.952	0.172	0.952	0.556
to perfection	0.810	0.536	0.810	0.788
to pieces	-0.593	-0.400	-0.593	-0.111
to suck	-0.700	-0.480	-0.619	-0.700
together with	0.917	0.096	0.917	0.148
toilet bowl	-0.857	-0.156	-0.857	-0.182
toilet paper	0.190	-0.318	0.190	0.000
toilet seat	-0.389	-0.420	-0.389	0.030
toilet water	-0.708	-0.420	-0.708	0.000
toll road	-0.111	-0.130	-0.111	0.030
tomato juice	0.111	-0.206	0.083	0.111
tone deaf	-0.481	-0.448	-0.481	-0.212
tone down	0.273	-0.434	0.042	0.273
tongue piercing	-0.222	-0.068	-0.222	-0.033
too bad	-0.500	-0.630	-0.500	-0.233
too large	-0.333	0.194	-0.333	-0.152
too much	-0.333	0.000	-0.143	-0.333
top class	0.606	0.556	0.056	0.606
top dollar	-0.208	0.600	-0.208	0.167
top down	-0.037	0.000	-0.037	-0.028
top gear	0.190	0.214	0.190	0.182
top man	0.750	0.148	0.750	0.697
top notch	0.889	0.166	0.889	0.867
top player	0.606	0.566	0.500	0.606
top priority	0.727	0.438	0.000	0.727
top quality	0.708	0.434	0.704	0.708
top scorer	0.639	0.134	0.125	0.639
top story	0.600	0.656	0.042	0.600
top ten	0.576	0.392	0.500	0.576
toss out	-0.389	-0.300	-0.389	-0.333
total stranger	-0.407	-0.276	-0.407	-0.133
totally awesome	1.000	0.428	1.000	0.179
touch screen	0.152	-0.034	0.125	0.152
tough call	-0.042	-0.394	-0.042	-0.028
tough choice	0.048	0.000	0.048	0.000
tough crowd	-0.458	-0.066	-0.458	-0.444
tough decision	0.182	0.474	-0.167	0.182
tough guy	-0.583	0.034	-0.583	0.200
tough luck	-0.524	-0.200	-0.524	0.000
tough out	0.500	-0.178	0.500	0.028
tough question	-0.167	-0.086	-0.167	0.030
tough situation	-0.333	0.066	-0.333	0.000
tough thing	-0.375	0.238	-0.375	0.067
tough time	-0.143	-0.182	-0.143	0.000
tough times	0.571	-0.114	0.571	0.212
toughen up	-0.333	-0.148	-0.333	0.139
tourist attraction	0.792	0.400	0.792	0.182
tow truck	-0.273	0.138	-0.067	-0.273
town center	0.810	0.134	0.810	0.182
toxic waste	-0.958	-0.134	-0.958	-0.778
toy store	0.952	-0.230	0.952	0.606
track star	0.867	0.266	0.867	0.152
trade at	0.030	0.000	0.000	0.030
trade down	-0.250	-0.388	-0.250	-0.133
trade off	0.125	-0.226	0.125	0.000
trade school	0.567	0.108	0.292	0.567
traffic jam	-0.542	-0.042	-0.542	-0.182
tragic death	-0.278	-0.086	-0.278	-0.111
trailer park	-0.333	0.000	-0.167	-0.333
trailer trash	-0.857	-0.152	-0.857	-0.800
train wreck	-0.833	-0.276	-0.833	-0.700
training camp	0.370	0.408	0.370	0.182
training program	0.778	0.344	0.333	0.778
transfer fee	-0.152	0.134	0.095	-0.152
trash bag	-0.542	-0.516	-0.542	-0.061
trash bin	-0.375	-0.100	-0.375	-0.222
trash can	-0.542	-0.300	-0.542	0.061
trash collector	0.424	-0.100	0.286	0.424
trash out	-0.636	-0.642	-0.630	-0.636
trash talk	-0.722	-0.184	-0.667	-0.722
trash talking	-0.810	-0.034	-0.810	-0.704
travel abroad	0.667	0.242	0.667	0.303
travel agent	0.857	0.096	0.857	0.667
travel by	0.190	0.016	0.190	-0.030
travel insurance	0.667	0.276	0.167	0.667
travel time	0.000	0.112	0.000	0.000
tread lightly	0.467	-0.282	0.167	0.467
tread on	-0.533	-0.036	-0.524	-0.533
treasure hunt	1.000	0.354	1.000	0.182
treasure island	0.917	0.404	0.917	0.133
treat with	1.000	0.190	1.000	0.250
tree house	0.917	0.066	0.917	0.472
trench coat	-0.194	0.104	-0.048	-0.194
trick question	-0.697	-0.242	-0.467	-0.697
trickle down	-0.583	-0.566	-0.583	-0.519
trip out	-0.250	-0.400	0.185	-0.250
trip over	-0.167	-0.290	0.056	-0.167
trojan horse	-0.741	-0.032	-0.704	-0.741
tropical storm	-0.714	0.276	-0.714	-0.074
trouble maker	-0.848	0.266	-0.667	-0.848
truck driver	0.545	0.068	0.524	0.545
truck stop	-0.194	-0.200	-0.056	-0.194
true believer	0.722	0.464	0.667	0.722
true believers	0.792	0.552	0.792	0.636
true blue	1.000	0.000	1.000	1.000
true feelings	1.000	0.482	1.000	0.758
true identity	0.909	0.364	0.500	0.909
true love	0.958	0.624	0.958	0.909
true meaning	0.889	0.196	0.889	0.833
true nature	0.667	0.214	0.519	0.667
true self	1.000	0.300	1.000	0.917
true statement	0.939	0.592	0.500	0.939
true story	0.833	0.452	0.833	0.788
true to	0.967	-0.036	0.815	0.967
true value	1.000	0.388	0.708	1.000
trump out	-0.370	-0.226	-0.370	-0.121
trust fund	0.667	0.366	-0.381	0.667
trust in	0.967	0.138	0.958	0.967
trust me	0.958	0.108	0.958	0.926
trust to	1.000	0.206	1.000	0.926
trust with	0.967	0.484	0.958	0.967
try me	0.381	-0.222	0.381	0.067
try on	0.125	-0.344	0.125	0.121
try out	0.286	-0.112	0.286	0.037
trying on	0.286	0.034	0.286	0.061
tsk tsk	-0.556	-0.300	-0.458	-0.556
tuck in	0.926	-0.066	0.926	0.061
tuition fees	-0.333	0.148	-0.333	0.000
tuna sandwich	0.333	-0.370	0.333	0.000
tune in	0.619	0.434	0.619	0.121
tune out	-0.667	-0.318	-0.667	-0.067
tuned in	0.905	-0.022	0.905	0.233
tunnel vision	-0.519	0.128	-0.519	-0.233
turn against	-0.778	-0.142	-0.778	-0.600
turn back	0.500	-0.034	-0.259	0.500
turn down	0.630	-0.482	-0.375	0.630
turn into	0.074	-0.064	0.074	0.000
turn off	-0.583	-0.534	-0.583	-0.250
turn over	-0.083	-0.134	0.000	-0.083
turn signal	0.697	0.100	0.167	0.697
turned down	-0.519	-0.552	-0.519	0.033
turned on	0.400	0.104	0.400	0.083
turned out	0.208	-0.276	0.208	0.061
turning away	-0.625	-0.376	-0.625	-0.273
twin sister	0.917	0.162	0.917	0.625
u turn	-0.111	-0.220	-0.095	-0.111
unaccounted for	-0.600	-0.484	-0.125	-0.600
uncalled for	-0.667	-0.344	-0.667	-0.606
under age	-0.167	-0.366	-0.048	-0.167
under arrest	-0.708	-0.434	-0.708	-0.708
under attack	-0.429	-0.096	-0.429	-0.074
under construction	0.111	0.270	-0.042	0.111
under duress	-0.333	-0.104	-0.333	-0.267
under fire	-0.583	-0.518	-0.583	-0.455
under oath	0.970	-0.094	0.375	0.970
under pressure	-0.333	-0.172	-0.333	-0.037
under warranty	0.700	-0.194	0.000	0.700
under water	-0.571	-0.072	-0.571	0.000
unemployment insurance	0.630	-0.484	0.630	0.556
unemployment rate	-0.429	-0.324	-0.429	-0.091
unfamiliar with	-0.333	-0.518	-0.333	-0.030
unfinished business	-0.048	-0.250	-0.048	0.000
united front	0.875	0.280	0.875	0.630
university student	0.625	0.236	0.625	0.389
unmitigated disaster	-0.917	-0.434	-0.917	-0.727
until now	0.056	-0.130	0.056	0.033
up against	-0.286	-0.392	-0.286	-0.061
up front	0.815	0.234	0.619	0.815
up yours	-1.000	0.072	-1.000	-0.917
uphill battle	-0.333	0.000	-0.333	0.000
upper class	-0.667	0.200	-0.667	0.515
upper hand	-0.190	0.322	-0.190	0.152
upset stomach	-0.250	-0.594	-0.250	0.000
upside down	-0.125	-0.266	-0.125	0.042
use up	-0.444	0.034	-0.444	-0.333
used car	-0.633	-0.270	-0.333	-0.633
user friendly	1.000	0.242	1.000	0.519
using up	-0.375	-0.072	-0.375	-0.212
utility bill	-0.667	0.100	-0.667	0.485
vacation home	0.741	0.260	0.741	0.139
vacation spot	0.963	0.000	0.963	0.182
vacation time	0.810	0.448	0.810	0.091
value added	0.545	0.214	0.458	0.545
value proposition	0.242	0.566	-0.143	0.242
value system	0.852	0.388	0.083	0.852
valued at	0.444	0.464	0.444	0.194
vanilla bean	0.500	0.034	0.500	0.056
vanity fair	0.278	0.130	0.278	-0.111
vantage point	0.056	0.358	0.042	0.056
variety show	0.958	0.194	0.958	0.100
veggie burger	0.333	-0.166	0.333	0.121
vending machine	-0.571	0.116	-0.571	0.500
venn diagram	0.042	0.000	0.042	0.000
venture capital	0.455	0.266	-0.222	0.455
very fast	0.286	0.300	0.286	0.061
very good	1.000	0.388	1.000	0.758
very much	0.286	0.414	0.286	0.111
very negative	-0.917	-0.704	-0.917	-0.208
very nice	0.958	0.290	0.958	0.636
very positive	0.952	0.650	0.952	0.111
very well	0.810	0.468	0.810	0.606
vhs tape	-0.143	-0.138	-0.143	0.000
vice president	0.633	0.678	0.417	0.633
victim mentality	-0.667	-0.380	-0.667	-0.667
victory lap	0.167	0.218	0.167	0.133
video card	0.167	-0.112	-0.148	0.167
video conference	0.152	0.212	0.095	0.152
video conferencing	0.524	0.322	0.524	0.400
video game	-0.167	-0.021	-0.167	0.061
vietnam war	-0.667	-0.108	-0.667	0.000
village idiot	-0.708	-0.484	-0.708	-0.472
viral infection	-0.722	-0.334	-0.722	-0.167
viral load	-0.762	0.072	-0.762	-0.033
virtual reality	-0.429	0.334	-0.429	0.083
visible minority	0.333	0.226	0.333	0.030
visit on	0.250	-0.080	0.250	0.000
visit with	0.933	0.068	0.933	0.111
vitamin c	0.810	0.134	0.810	0.152
vitamin d	0.333	0.030	0.333	0.121
voodoo doll	-0.889	-0.260	-0.750	-0.889
vote in	0.472	0.142	0.292	0.472
vote out	-0.292	-0.134	-0.292	-0.167
vouch for	1.000	0.034	0.905	1.000
waffle maker	0.333	-0.034	0.333	0.067
wage increase	0.619	0.310	0.619	0.567
wait around	-0.125	-0.612	-0.125	-0.033
wait in	0.067	-0.112	0.056	0.067
wait list	0.056	-0.194	-0.042	0.056
wait on	0.917	-0.380	0.917	0.030
wait out	0.000	-0.400	0.000	0.000
wait until	0.567	-0.452	0.000	0.567
wait up	0.857	-0.428	0.857	0.091
waiting area	0.259	0.024	0.259	0.200
waiting list	0.061	-0.206	0.000	0.061
wake up	0.222	0.130	0.222	0.067
waking up	0.750	0.266	0.750	0.091
walk away	-0.444	0.114	-0.444	0.083
walk back	-0.242	-0.218	-0.167	-0.242
walk down	0.190	-0.186	0.190	0.030
walk free	0.222	0.226	0.222	0.067
walk in	0.625	-0.068	0.625	0.000
walk on	0.125	0.138	0.125	0.000
want out	-0.583	-0.518	-0.583	-0.091
want to	0.524	0.000	0.524	0.111
war crime	-1.000	0.000	-1.000	-0.970
war criminal	-0.970	-0.312	-0.958	-0.970
war machine	-0.875	-0.072	-0.875	-0.515
war on	-0.708	-0.032	-0.708	-0.111
war room	-0.278	-0.066	-0.278	0.091
war zone	-0.905	0.242	-0.905	-0.100
ward off	0.455	-0.138	-0.125	0.455
warm fuzzies	0.963	0.100	0.963	0.636
warm milk	1.000	-0.178	1.000	0.067
warm up	1.000	0.222	1.000	0.292
warm welcome	1.000	0.104	1.000	0.861
warning sign	0.630	-0.242	-0.333	0.630
wary of	-0.625	-0.334	-0.625	0.556
wash off	-0.125	-0.482	-0.125	0.000
wash out	-0.417	-0.358	-0.417	0.000
wash over	0.389	-0.172	0.389	0.037
washed out	-0.542	0.172	-0.542	0.000
washed up	-0.619	-0.306	-0.619	-0.222
waste management	0.296	-0.200	-0.042	0.296
waste money	-0.848	-0.566	-0.667	-0.848
waste time	-0.500	-0.654	-0.444	-0.500
wasting away	-0.762	-0.400	-0.762	-0.639
watch list	-0.367	-0.068	-0.167	-0.367
water can	0.091	0.166	0.000	0.091
water fountain	0.542	0.038	0.542	0.167
water ice	0.333	0.000	0.333	0.061
water park	0.905	0.222	0.905	0.121
water polo	0.630	0.066	0.630	0.067
water right	0.667	0.234	-0.042	0.667
water slide	0.625	-0.276	0.625	0.111
water supply	0.542	0.134	0.542	0.417
water tower	0.143	0.258	0.000	0.143
watered down	-0.238	-0.266	-0.238	-0.233
wave back	1.000	-0.104	1.000	0.500
way cool	0.625	-0.188	0.625	0.250
way off	-0.500	-0.388	-0.500	-0.273
way out	0.121	-0.242	0.000	0.121
weak argument	-0.667	-0.214	-0.444	-0.667
weak link	-0.694	-0.646	-0.571	-0.694
weak spot	-0.208	-0.638	-0.208	-0.139
weakest link	-0.500	-0.434	-0.500	-0.259
wealth of	0.952	0.388	0.952	0.200
wear off	0.042	-0.500	0.042	-0.030
weather man	0.476	0.072	0.476	0.364
web developer	0.583	0.380	0.190	0.583
wedding anniversary	1.000	0.326	1.000	0.593
wedding band	1.000	0.416	1.000	0.722
wedding cake	1.000	0.094	1.000	0.148
wedding day	0.963	0.358	0.963	0.750
wedding dress	0.810	0.200	0.810	0.556
wedding gift	1.000	0.334	1.000	0.767
wedding party	0.952	0.290	0.952	0.611
wedding planner	1.000	0.380	1.000	0.667
wedding reception	1.000	0.286	1.000	0.727
wedding ring	1.000	0.500	1.000	0.700
wedge issue	-0.583	0.222	-0.583	-0.444
wee hours	0.190	-0.276	0.190	0.000
weed out	-0.375	-0.434	-0.375	0.067
weeping willow	0.407	-0.376	0.407	0.091
weight loss	0.222	-0.408	0.083	0.222
weird out	-0.381	-0.536	-0.381	-0.333
well adjusted	1.000	0.400	1.000	0.700
well balanced	0.917	0.380	0.917	0.667
well behaved	0.917	0.250	0.917	0.639
well being	0.917	0.194	0.917	0.697
well built	0.481	0.258	0.481	0.364
well connected	0.792	0.538	0.792	0.433
well defined	0.767	0.106	0.000	0.767
well documented	0.846	0.234	0.190	0.846
well done	0.758	0.518	0.524	0.758
well dressed	0.458	0.354	0.458	0.424
well earned	0.815	0.322	0.815	0.667
well educated	0.667	0.770	0.593	0.667
well enough	0.333	0.258	0.333	0.300
well established	0.667	0.382	0.667	0.633
well fed	0.714	0.130	0.714	0.212
well informed	0.722	0.552	0.481	0.722
well intentioned	0.939	0.260	0.875	0.939
well known	0.619	0.366	0.619	0.611
well liked	1.000	0.178	1.000	0.833
well meaning	0.958	0.100	0.958	0.700
well off	0.333	-0.334	0.333	0.100
well paid	0.278	0.366	0.238	0.278
well put	0.697	0.000	0.583	0.697
well read	0.590	0.134	0.375	0.590
well respected	0.889	0.642	0.815	0.889
well rounded	0.875	0.142	0.875	0.636
well run	0.641	0.206	0.542	0.641
well spent	0.708	0.114	0.708	0.600
well spoken	0.926	0.400	0.926	0.848
well taken	0.905	0.260	0.905	0.727
well timed	0.792	0.438	0.792	0.606
well used	0.417	-0.032	0.417	0.222
well well	0.444	0.400	0.444	0.051
went under	-0.542	-0.434	-0.542	0.000
went well	0.889	0.194	0.889	0.667
went wild	0.708	-0.156	0.708	-0.179
western civilization	0.400	0.310	0.286	0.400
what for	0.545	-0.380	-0.500	0.545
what gives	0.048	-0.162	0.048	0.033
what not	-0.238	-0.414	-0.238	-0.030
what the	-0.381	-0.266	-0.381	0.000
what with	0.000	-0.172	0.000	0.000
what's good	0.889	0.100	0.889	0.545
what's new	0.857	0.066	0.857	0.028
what's that	0.148	-0.414	0.148	0.000
what's with	-0.167	-0.242	-0.167	0.030
whip out	-0.600	-0.266	-0.600	-0.152
whipped cream	0.792	-0.066	0.792	0.056
white board	0.111	0.138	0.000	0.111
white chocolate	0.500	0.280	0.500	0.139
white christmas	0.833	0.276	0.833	0.133
white collar	0.625	0.234	0.000	0.625
white dress	0.750	-0.026	0.750	0.083
white hair	0.333	-0.344	0.042	0.333
white house	0.606	0.186	0.222	0.606
white knight	0.952	0.176	0.952	0.833
white noise	-0.259	-0.138	-0.259	0.000
white power	-1.000	0.286	-0.905	-1.000
white rice	0.292	0.000	0.292	0.030
white shirt	0.148	-0.130	0.143	0.148
white supremacist	-1.000	0.434	-1.000	-1.000
white supremacy	-1.000	0.344	-1.000	-1.000
white wine	0.458	0.064	0.458	0.194
who cares	-0.762	-0.420	-0.762	-0.485
whole family	0.952	0.300	0.952	0.767
whole foods	0.810	0.000	0.810	0.556
whole heartedly	0.875	0.296	0.875	0.727
whole life	0.708	0.242	0.708	0.079
whole lot	0.381	-0.206	0.381	0.048
whole meal	0.619	0.130	0.619	0.576
whole milk	0.375	0.260	0.375	0.148
whole new	0.458	0.240	0.458	0.083
whole thing	0.333	0.334	0.333	0.167
whole wheat	0.250	0.172	0.250	0.200
whole world	1.000	0.292	1.000	0.485
whooping cough	-0.500	-0.178	-0.500	-0.121
wide receiver	0.238	0.242	0.238	0.182
wide variety	0.583	0.186	0.583	-0.042
wide world	0.370	0.424	0.370	0.061
wild man	-0.583	0.120	-0.583	-0.361
wild pitch	-0.296	-0.176	-0.296	-0.182
wild things	0.556	0.036	0.556	0.000
will not	-0.583	-0.112	-0.583	-0.111
willful ignorance	-0.905	-0.482	-0.905	-0.852
willy nilly	-0.400	-0.078	0.083	-0.400
win big	0.500	0.438	0.500	0.000
win in	0.417	0.194	0.417	0.121
win out	0.667	0.172	0.667	0.567
win over	0.917	0.758	0.917	0.556
win win	0.889	1.000	0.889	0.606
wind power	0.458	0.172	0.458	0.444
wind up	-0.167	-0.068	-0.167	-0.033
window seat	0.792	0.072	0.792	0.152
wine cooler	0.167	-0.160	0.167	0.030
wine glasses	0.750	0.138	0.750	0.091
wine merchant	0.611	0.186	0.381	0.611
wing it	-0.333	0.108	0.143	-0.333
wing nut	-0.630	-0.408	-0.630	-0.394
winning over	0.917	0.234	0.917	0.278
winning streak	0.750	0.172	0.750	0.333
wipe out	-0.556	-0.466	-0.556	-0.133
wiped out	-0.455	-0.666	-0.333	-0.455
wise man	1.000	0.134	1.000	0.933
wise to	0.545	0.104	0.208	0.545
wish list	0.500	0.304	0.500	0.067
wish on	0.810	0.250	0.810	0.152
wishy washy	-0.704	-0.046	-0.458	-0.704
witch hunt	-0.762	-0.286	-0.762	-0.750
with child	1.000	-0.358	1.000	0.000
with me	0.905	0.100	0.905	0.606
with pleasure	0.889	0.200	0.889	0.444
with young	0.926	0.116	0.926	-0.030
within reach	0.519	0.154	0.519	0.259
without doubt	0.800	-0.104	0.278	0.800
without fail	0.818	-0.032	0.333	0.818
wolf pack	0.762	0.062	0.762	-0.083
word play	0.762	0.242	0.762	0.167
work around	0.500	0.172	0.500	0.139
work at	0.625	0.194	0.625	0.000
work ethic	0.800	0.346	0.762	0.800
work for	0.278	0.242	0.278	0.083
work force	0.417	0.300	0.417	0.000
work hard	0.727	0.400	0.667	0.727
work load	-0.389	0.072	-0.389	0.030
work nights	-0.375	0.100	-0.375	0.000
work off	0.083	-0.234	-0.048	0.083
work on	0.667	0.322	0.667	0.111
work over	-0.485	0.072	-0.375	-0.485
work together	0.905	0.666	0.905	0.767
work week	0.200	0.034	0.042	0.200
work with	0.810	0.200	0.810	0.567
work wonders	0.952	0.218	0.952	0.667
working group	0.556	0.186	0.267	0.556
working man	0.750	0.240	0.750	0.733
world economy	0.208	0.358	0.208	0.091
world record	0.300	0.742	0.143	0.300
world series	0.381	0.310	0.381	0.100
world view	0.111	0.322	0.111	0.061
world war	-1.000	0.124	-1.000	0.000
worn out	-0.476	-0.484	-0.476	-0.152
worse off	-0.333	-0.620	-0.333	0.033
worth it	0.833	0.290	0.833	0.611
worth of	0.296	0.200	0.296	0.000
would like	0.905	0.348	0.905	0.030
wound up	-0.407	-0.138	-0.407	-0.222
wreak havoc	-0.788	-0.120	-0.778	-0.788
wrecking ball	-0.708	-0.138	-0.708	-0.667
write about	0.583	0.112	0.583	0.133
write back	0.792	-0.200	0.792	0.485
write in	0.167	-0.066	0.167	0.028
write off	-0.417	-0.466	-0.417	-0.367
writer's block	-0.286	0.000	-0.286	-0.030
written word	0.767	0.134	0.238	0.767
wrong direction	-0.455	-0.434	-0.444	-0.455
wrong message	-0.476	-0.608	-0.476	-0.472
wrong person	-0.636	-0.608	-0.375	-0.636
wrong place	-0.545	-0.366	-0.407	-0.545
wrong reasons	-0.639	-0.334	-0.500	-0.639
wrong side	-0.583	-0.484	-0.542	-0.583
wrong thing	-0.697	-0.518	-0.556	-0.697
